Latitude,Longitude,Type,Licensee Name,Child Care Centre Name,# of Infant,# of Toddler,# of Preschool,# of Kindergarten,# of Primary/Junior School Age ,# of Junior School Age,# of Family Age Group,Total Capacity,CCC Civic Address,CCC Civic Address -  City,CCC Civic Address -  Province,CCC Civic Address - Postal Code,Full French Service,Indigenous,Website,Phone Number,Email Address
45.4077775,-75.6528132,Centre,Ottawa Montessori School/Ecole Montessori d'Ottawa,Ottawa Montessori School,0,30,120,0,0,0,0,150,335 Lindsay  Street,Ottawa, Ontario, K1G 0L6,,,https://omsmontessori.com,,
45.2652071,-75.7734865,Centre,Ottawa Torah Centre,OTC Early Learning Centre,0,10,10,0,0,0,0,20,111 Lamplighters Drive,Ottawa, Ontario, K2J 0C2,,,https://www.theotc.org,,
45.396826,-75.7261182,Centre,Parkdale Montessori School,Parkdale Montessori School,0,30,44,0,0,0,0,74,555 Parkdale  Avenue,Ottawa, Ontario, K1Y 1H9,,,https://parkdalemontessori.ca,,
45.3601257,-75.8009165,Centre,Pinecrest-Queensway Community Health Centre,Pinecrest Queensway Headstart Nursery School,0,0,40,0,0,0,0,40,2860 Ahearn  Avenue,Ottawa, Ontario, K2B 6G2,,,,,
45.364912,-75.7500139,Centre,Playtime Daycare Centre,Playtime Daycare Centre,10,42,72,0,13,0,0,137,1160 Maitland  Avenue,Ottawa, Ontario, K2C 2C2,,,http://www.playtimedaycarecentre.ca,,
45.400867,-75.7330131,Centre,PROCARE Family Centre Inc.,PROCARE Family Centre Inc.,0,14,21,0,10,0,0,45,78 Holland Avenue,Ottawa  , Ontario, K1Y 0X6,,,https://procarecentre.ca,,
45.3760717,-75.7711939,Centre,Rainbow Montessori School Inc.,Rainbow Montessori School Inc,9,10,15,0,0,0,0,34,2120 Prince Charles  Road,Ottawa, Ontario, K2A 3L3,,,https://rainbowmontessorischool.ca,,
45.3671214,-75.7907182,Centre,REKSAP Centres for Early Learning,REKSAP Centres for Early Learning (Regina),0,0,32,52,60,0,0,144,2599 Regina  Street,Ottawa, Ontario, K2B 6X4,,,https://www.reksap.ca,,
45.3574256,-75.7832774,Centre,REKSAP Centres for Early Learning,REKSAP Centres for Early Learning (Severn),0,0,16,52,60,0,0,128,2553 Severn  Avenue,Ottawa, Ontario, K2B 7V8,,,https://www.reksap.ca,,
45.1911532,-75.834379,Centre,Richmond Cooperative Nursery School Inc.,Richmond Cooperative Nursery School,0,0,24,0,0,0,0,24,3529 McBean  Street,Richmond, Ontario, K0A 2Z0,,,,,
45.4740117,-75.4934434,Centre,River Parkway Children's Centre,River Heights Children's Centre,0,15,24,0,0,0,0,39,1515 Tenth Line Road,Orléans, Ontario, K1E 3E8,,,http://www.riverparkwaychildrenscentre.ca,,
45.38121,-75.772461,Centre,River Parkway Children's Centre,River Parkway Children's Centre,0,25,32,0,15,0,0,72,40 Cleary  Avenue,Ottawa, Ontario, K2A 4A1,,,http://www.riverparkwaychildrenscentre.ca,,
45.4116594,-75.6800164,Centre,Riverside Montessori Pre-School Inc.,Riverside Montessori Pre-School,0,15,24,0,0,0,0,39,88 Main  Street,Ottawa, Ontario, K1S 1C2,,,https://www.riversidemontessori.com,,
45.359104,-75.687915,Centre,Riverside Park Nursery School,Riverside Park Nursery School,0,0,50,0,0,0,0,50,3191 Riverside  Drive,Ottawa, Ontario, K1V 8N8,,,https://www.afchildrensservices.ca,,
45.450667,-75.677796,Centre,Rockcliffe Child Care Centre Inc.,Rockcliffe Child Care Centre,0,15,24,0,30,0,0,69,340 Buena Vista  Road,Rockcliffe, Ontario, K1M 1C1,,,https://www.rockcliffeccc.ca,,
45.2366785,-75.471776,Centre,Rural Family Connections Inc.,Metcalfe Co-operative Nursery School,0,0,24,0,0,0,0,24,8243 Victoria  Street,Metcalfe, Ontario, K0A 2P0,,,,,
45.4271517,-75.6808134,Centre,Sandy Hill Child Care Centre - Centre d'enfants côte de sable,Sandy Hill Child Care Centre - Centre d'enfants côte de sable,0,20,24,0,0,0,0,44,300 Wilbrod Street,Ottawa, Ontario, K1N 6M1,,,https://sandyhillchildcare.net,,
45.3953087,-75.6140909,Centre,Service à l'enfance Aladin Childcare Services Inc.,Service à l'enfance Aladin Childcare Services,0,15,24,46,60,0,0,145,2240 Russell   Road,Ottawa, Ontario, K1G 1B3,,,,,
45.3927973,-75.6459832,Centre,Service à l'enfance Aladin Childcare Services Inc.,Service à l'enfance Aladin Childcare Services - Pleasant Park,0,0,0,78,120,0,0,198,564 Pleasant Park Road,Ottawa, Ontario, K1H 5N1,,,,,
45.392331,-75.6205673,Centre,Service à l'enfance Aladin Childcare Services Inc.,Service à l'enfance Aladin Childcare Services-Hawthorne,0,0,0,26,30,0,0,56,2158 St.Laurent Boulevard,Ottawa, Ontario, K1G 1H7,,,,,
45.4325383,-75.6815439,Centre,Service à l'enfance Aladin Childcare Services Inc.,"Service à l'enfance Aladin, site Sainte-Anne",0,15,24,39,30,20,0,128,235 Beausoleil Promenade,Ottawa, Ontario, K1N 8X8,French,,,,
45.4475273,-75.4843056,Centre,Services à l’enfance et à la famille La Coccinelle,La Coccinelle,0,15,24,91,150,40,0,320,665 promenade des Aubépines,Orléans, Ontario, K4A 0Z3,French,,https://lacoccinelle.com,,
45.4477888,-75.4737236,Centre,Services à l’enfance et à la famille La Coccinelle,La Coccinelle Alain Fortin,10,15,40,182,225,60,0,532,676 Lakeridge Promenade,Ottawa, Ontario, K1C 2X8,French,,https://lacoccinelle.com,,
45.4116594,-75.6800164,Centre,Services à l’enfance et à la famille La Coccinelle,La Coccinelle au coeur d'Ottawa,0,0,16,52,90,0,0,158,88 Main,Ottawa, Ontario, K1S 1C2,French,,https://lacoccinelle.com,,
45.4727159,-75.5080431,Centre,Services à l’enfance et à la famille La Coccinelle,La Coccinelle École la Source,0,0,0,78,90,40,0,208,1445 Duford  Promenade,Ottawa, Ontario, K1E 1E8,French,,https://lacoccinelle.com,,
45.4603732,-75.5981082,Centre,Services à l’enfance et à la famille La Coccinelle,La Coccinelle La Vérendrye,0,15,24,104,150,20,0,313,614 Eastvale  Promenade,Gloucester, Ontario, K1J 6Z6,French,,https://lacoccinelle.com,,
45.3735528,-75.6719053,Centre,Services à l’enfance et à la famille La Coccinelle,La Coccinelle Lamoureux,0,0,16,78,75,20,0,189,2540 av. Kaladar,Ottawa, Ontario, K1V 8C5,French,,https://lacoccinelle.com,,
45.4718405,-75.5098261,Centre,Services à l’enfance et à la famille La Coccinelle,La Coccinelle Reine des Bois,0,0,24,52,90,20,0,186,1450 Duford  Promenade,Ottawa, Ontario, K1E 1E6,French,,https://lacoccinelle.com,,
45.4713802,-75.4708569,Centre,Services à l’enfance et à la famille La Coccinelle,"La Coccinelle, Arc-en-Ciel",0,15,24,77,195,60,0,371,1830 Portobello Promenade,Cumberland, Ontario, K4A 3T6,French,,https://lacoccinelle.com,,
45.468021,-75.4576091,Centre,Services à l’enfance et à la famille La Coccinelle,"La Coccinelle, Béatrice-Desloges",0,0,24,0,0,0,0,24,1999 Provence Avenue,Orléans, Ontario, K4A 3Y6,French,,https://lacoccinelle.com,,
45.4651776,-75.4610068,Centre,Services à l’enfance et à la famille La Coccinelle,"La Coccinelle, De La Découverte",0,10,16,104,240,60,0,430,866 Scala  Avenue,Ottawa, Ontario, K4A 3T6,French,,https://lacoccinelle.com,,
45.4597476,-75.460676,Centre,Services à l’enfance et à la famille La Coccinelle,"La Coccinelle, Des Sentiers",10,10,16,78,150,60,0,324,2159 Nantes Rue,Orléans, Ontario, K4A 4C4,French,,https://lacoccinelle.com,,
45.4374859,-75.5303077,Centre,Services à l’enfance et à la famille La Coccinelle,"La Coccinelle, Le Prélude",0,15,32,0,150,60,0,257,6025 Longleaf,Ottawa, Ontario, K1W 1G3,French,,https://lacoccinelle.com,,
45.3559641,-75.3541543,Centre,Services à l’enfance et à la famille La Coccinelle,"La Coccinelle, Saint-Guillaume",0,0,16,39,45,20,0,120,5750 Buckland  Chemin,Vars, Ontario, K0A 3H0,French,,https://lacoccinelle.com,,
45.365711,-75.7276037,Centre,Sessila Academy Inc./ Académie Séssila Inc.,Sessila Academy Inc./ Académie Séssila Inc.,10,30,23,0,0,0,0,63,1026  Baseline  Road,Ottawa, Ontario, K2C 0A6,,,https://sessila.com,,
45.4059975,-75.7086932,Centre,Sisters of Addolorato Servants of Mary,St. Anthony's Children's Centre,0,10,24,0,0,0,0,34,414 Booth  Street,Ottawa, Ontario, K1R 7K7,,,,,
45.4035638,-75.6472254,Centre,Smyth Road Campus Child Care Centre de garde d'enfants Campus du chemin Smyth,Garderie Oasis Child Care Centre,10,15,40,0,0,0,0,65,507 Smyth  Chemin,Ottawa, Ontario, K1H 8M2,,,https://www.garderieoasischildcare.com,,
45.4106212,-75.7090998,Centre,SOMERSET WEST COMMUNITY HEALTH CENTRE,Nanny Goat Hill Nursery School,0,10,16,0,0,0,0,26,755 Somerset  Street,Ottawa, Ontario, K1R 6R1,,,,,
45.399691,-75.7280782,Centre,SOMERSET WEST COMMUNITY HEALTH CENTRE,Queensway Preschool,0,0,24,0,0,0,0,24,429 Parkdale  Avenue,Ottawa, Ontario, K1Y 1H3,,,,,
45.4528793,-75.4837339,Centre,Sszum Management Inc.,Tiny Hoppers Daycare,10,15,24,0,0,0,0,49,2272 Tenth Line Road,Orleans, Ontario, K4A 0G4,,,https://www.tinyhoppers.ca,,
45.3432543,-75.7858872,Centre,St. Cyril and Methodius Russian Orthodox Education Organization in Ottawa Inc.,Rodnichok Daycare,0,10,13,10,0,0,0,33,1311 McWatters Rd,Ottawa, Ontario, K2C 3E7,,,,,
45.329623,-75.7817763,Centre,St. Mary's Daycare,St. Mary's Daycare,0,10,24,18,30,0,0,82,2 Canfield  Road,Ottawa, Ontario, K2H 5T1,,,https://stmarysdaycare.ca,,
45.384123,-75.6613536,Centre,St. Thomas the Apostle Church,St. Thomas the Apostle Nursery School,0,15,41,14,30,0,0,100,2345 Alta Vista  Drive,Ottawa, Ontario, K1H 7M6,,,https://www.sttans.ca,,
45.3251102,-75.7811991,Centre,Stepping Up Daycare Inc.,Stepping Up Daycare Inc.,6,20,16,26,0,0,0,68,63 Glencoe Street,Nepean, Ontario, K2H 8S5,,,,,
45.4083607,-75.6775346,Centre,Stittsville Childcare Centre,Stittsville Childcare Centre,0,15,24,22,12,0,0,73,1488 Main  Street,Stittsville, Ontario, K2S 1B2,,,,,
45.261962,-75.933122,Centre,Stittsville Co-op Nursery School,Stittsville Co-op Nursery School,0,15,24,0,0,0,0,39,27 Hobin  Street,Stittsville, Ontario, K2S 1G8,,,,,
45.2695155,-75.9410495,Centre,Stittsville's Imagination Station Preschool & Kinder Inc.,Stittsville Imagination Station Preschool & Kinder - Carp Road,0,15,24,0,0,0,0,39,1115 Carp  Road,Stittsville, Ontario, K2S 1B9,,,https://ispreschool.wixsite.com/home,,
45.2781705,-75.9206288,Centre,Stittsville's Imagination Station Preschool & Kinder Inc.,Stittsville's Imagination Station Preschool & Kinder,0,0,24,0,0,0,0,24,5891 Hazeldean  Road,Stittsville, Ontario, K2S 1B9,,,https://ispreschool.wixsite.com/home,,
45.269632,-75.94134,Centre,Stittsville's Imagination Station Preschool & Kinder Inc.,Stittsville's Imagination Station Preschool & Kinder Inc Carp 2,10,15,0,0,0,0,0,25,1107 Carp  Road,Stittsville, Ontario, K2S 1B9,,,https://ispreschool.wixsite.com/home,,
45.4435135,-75.6072726,Centre,Sugar & S.P.I.C.E. Quality Care Ltd.,Sugar & S.P.I.C.E. Quality Childcare,0,15,24,0,0,0,0,39,42 Sumac  Street,Ottawa, Ontario, K1J 6P7,,,,,
45.375883,-75.751804,Centre,Synagogue and Jewish Community Centre of Ottawa,Ganon Preschool,0,27,32,20,0,0,0,79,21 Nadolny Sachs  Private,Ottawa, Ontario, K2A 1R9,,,https://www.jccottawa.com/ganon/,,
45.4260185,-75.6752709,Centre,The Bettye Hyde Co-operative Nursery School,Bettye Hyde Cooperative Early Learning Centre,0,15,24,0,0,0,0,39,43  Blackburn  Avenue,Ottawa, Ontario, K1N 8A4,,,https://bettyehyde.com,,
45.4021215,-75.6914914,Centre,The Glebe Neighbourhood Activities Group,Kinder Quest-4-Fun Afterschool Program for JK - SK,0,0,0,26,0,0,0,26,175 Third Avenue,Ottawa  , Ontario, K1S 2K2,,,,,
45.492061,-75.4845071,Centre,The Little School Daycare-Orleans,The Little School Daycare - Orleans,10,35,40,10,0,0,0,95,850 Taylor Creek Boulevard,Orléans, Ontario, K1C 1T1,,,https://www.thelittleschool.ca,,
45.2970207,-75.7332488,Centre,The Play House Learning Centre Inc.,Kids & Company - Barrhaven,0,30,64,10,0,0,0,104,3350 Fallowfield  Road,Nepean, Ontario, K2J 5L1,,,https://kidsandcompany.com,,
45.297298,-75.8877313,Centre,THE PLAYSPACE INC.,The Playspace at Hazeldean Village,0,29,24,0,0,0,0,53,474 Hazeldean  Road,Kanata, Ontario, K2L 4E5,,,https://www.theplayspace.com,,
45.2870103,-75.6719639,Centre,Tiny Hoppers Corp.,Tiny Hoppers Corp.,6,30,48,0,0,0,0,84,4456 Limebank Road,Ottawa, Ontario, K1V 2N8,,,https://www.tinyhoppers.ca,,
45.3756244,-75.6674954,Centre,Tracy Hanstein,Kinderville,10,30,40,18,0,0,0,98,1644 Bank  Street,Ottawa, Ontario, K1V 7Y6,,,https://kinderville.ca,,
45.4256953,-75.6579569,Centre,VINCI School,VINCI School,0,30,44,0,0,0,0,74,149 King George Street,Ottawa, Ontario, K1K 1V2,,,https://ottawa.vincischool.org,,
45.3290385,-75.7806292,Centre,Weefolk Playhouse Inc.,Weefolk Playhouse,18,15,29,0,0,0,0,62,171 Greenbank  Road,Nepean, Ontario, K2H 5V6,,,https://www.weefolkplayhouse.com,,
45.4151586,-76.1466117,Centre,WEST CARLETON KIDS' KORNER INC.,West Carleton Kids' Korner Inc.,0,15,40,16,44,0,0,115,5670 Carp  Road,Kinburn, Ontario, K0A 2H0,,,https://www.wckidskorner.ca,,
45.3906153,-75.7558386,Centre,Westboro Montessori School Inc.,Westboro Montessori Children's House,0,10,21,0,0,0,0,31,387 Danforth  Avenue,Ottawa, Ontario, K2A 0E1,,,http://westboromontessori.com,,
45.3930958,-75.7523094,Centre,Westboro Montessori School Inc.,Westboro Montessori School,0,25,24,0,0,0,0,49,307 Richmond  Road,Ottawa, Ontario, K1Z 6X3,,,http://westboromontessori.com,,
45.3886705,-75.755752,Centre,Westboro Village Co-operative Preschool Inc.,Westboro Village Co-operative Preschool,0,14,16,0,0,0,0,30,470 Roosevelt  Avenue,Ottawa, Ontario, K2A 1Z6,,,https://wvcp.ca,,
45.3652924,-75.7695914,Centre,Whitehaven Kindergarten School Age Centre Inc.,Whitehaven Kindergarten School Age Centre Inc.,0,0,24,20,45,0,0,89,919 Woodroffe Avenue,Ottawa, Ontario, K2A 3G9,,,https://whitehavenchildcare.com,,
45.4582399,-75.4667737,Centre,YM/YWCA Christian Association,Avalon YMCA-YWCA Child Care,0,0,32,80,120,0,0,232,2080 Portobello Boulevard,Ottawa, Ontario, K4A 0K5,,,https://www.ymcaottawa.ca,,
45.4813711,-75.5091813,Centre,YM/YWCA Christian Association,Ruddy Family Y Child Care Centre,0,15,32,0,0,0,0,47,265 Centrum  Boulevard,Ottawa, Ontario, K1E 3X7,,,https://www.ymcaottawa.ca,,
45.4112575,-75.6893813,Centre,YM/YWCA Christian Association,Taggart Family Y Child Care Centre,0,15,48,0,0,0,0,63,180 Argyle  Street,Ottawa, Ontario, K2P 1B7,,,https://www.ymcaottawa.ca,,
45.2569854,-75.9217664,Centre,Zida Group Inc.,Zida Academy,0,0,54,0,0,0,0,54,1 Henry Goulburn Way,Stittsville, Ontario, K2S 1N9,,,https://zida.academy,,
45.4908967,-75.4826815,Centre,,Happy Zone Daycare,,,,,,,,,511 Lacolle Way,,,,,,https://happyzonedaycare.ca/,,
45.427057,-75.5198012,Home,,Garderie les petites merveilles,,,,,,,,6,,,,,,,https://www.instagram.com/isabelle_lespetitesmerveilles,,garderielespetitesmerveilles@gmail.com
45.2588765,-75.6884732,Centre,Ottawa Catholic Child Care Corporation,River's Edge Early Learning Centre,,,,,,,,,836 Solarium Avenue,,,,,,https://occhildcare.ca/our-centres/rivers-edge/,,
45.3636729,-75.6365124,Home,,Little Wildlings Daycare,,,,,,,,,,,,,,,Littlewildlingsdaycare.com,,
45.3208725,-75.8331572,Centre,,Lily Montessori,,,,,,,,,418 Moodie Dr,,,,,,https://www.lilymontessori.net/,613-222-3666,
